nr_pedido,dt_momento,codigo_filial,nome_filial,codigo_cliente,nome_cliente,uf,codigo_produto,descricao_produto,marca,preco_unitario,quantidade,avaliacao
272,2019-01-28,9,Filial 9,27,Cliente 27,ES,9,Produto 9,Marca 2,41.93,3,2
273,2019-01-28,2,Filial 2,62,Cliente 62,RJ,13,Produto 13,Marca 3,18.60,5,5
274,2019-01-28,3,Filial 3,91,Cliente 91,SP,19,Produto 19,Marca 1,16.28,5,5
275,2019-01-28,5,Filial 5,34,Cliente 34,RS,10,Produto 10,Marca 1,33.55,2,5
276,2019-01-28,4,Filial 4,73,Cliente 73,PE,16,Produto 16,Marca 2,12.40,2,4
277,2019-01-28,10,Filial 10,30,Cliente 30,BA,11,Produto 11,Marca 1,17.47,7,2
278,2019-01-28,8,Filial 8,94,Cliente 94,PE,16,Produto 16,Marca 2,12.40,3,5
279,2019-01-28,1,Filial 1,32,Cliente 32,SE,9,Produto 9,Marca 2,41.93,3,5
280,2019-01-28,7,Filial 7,61,Cliente 61,SE,10,Produto 10,Marca 1,33.55,3,4
281,2019-01-29,3,Filial 3,77,Cliente 77,AM,9,Produto 9,Marca 2,41.93,5,3
282,2019-01-29,1,Filial 1,7,Cliente 7,PA,3,Produto 3,Marca 2,49.45,7,4
283,2019-01-29,8,Filial 8,93,Cliente 93,RJ,4,Produto 4,Marca 3,44.85,4,5
284,2019-01-29,6,Filial 6,4,Cliente 4,CE,12,Produto 12,Marca 2,68.11,6,2
285,2019-01-29,5,Filial 5,81,Cliente 81,RO,5,Produto 5,Marca 1,86.60,6,5
286,2019-01-29,9,Filial 9,44,Cliente 44,PI,7,Produto 7,Marca 1,21.32,3,3
287,2019-01-29,4,Filial 4,47,Cliente 47,RN,8,Produto 8,Marca 2,44.87,5,4
288,2019-01-29,7,Filial 7,30,Cliente 30,BA,15,Produto 15,Marca 1,14.57,5,3
289,2019-01-29,10,Filial 10,75,Cliente 75,RS,3,Produto 3,Marca 2,49.45,4,3
290,2019-01-29,2,Filial 2,18,Cliente 18,MG,16,Produto 16,Marca 2,12.40,4,3
291,2019-01-30,6,Filial 6,91,Cliente 91,SP,20,Produto 20,Marca 2,64.09,6,2
292,2019-01-30,5,Filial 5,60,Cliente 60,SE,16,Produto 16,Marca 2,12.40,7,2
293,2019-01-30,1,Filial 1,41,Cliente 41,PA,9,Produto 9,Marca 2,41.93,3,3
294,2019-01-30,9,Filial 9,45,Cliente 45,PB,20,Produto 20,Marca 2,64.09,6,3
295,2019-01-30,4,Filial 4,23,Cliente 23,CE,9,Produto 9,Marca 2,41.93,2,4
296,2019-01-30,2,Filial 2,77,Cliente 77,AM,11,Produto 11,Marca 1,17.47,4,4
297,2019-01-30,10,Filial 10,33,Cliente 33,GO,20,Produto 20,Marca 2,64.09,5,5
298,2019-01-30,7,Filial 7,68,Cliente 68,AL,10,Produto 10,Marca 1,33.55,7,4
299,2019-01-30,8,Filial 8,78,Cliente 78,PR,20,Produto 20,Marca 2,64.09,7,2
300,2019-01-30,3,Filial 3,86,Cliente 86,RN,5,Produto 5,Marca 1,86.60,4,2
301,2019-01-31,3,Filial 3,2,Cliente 2,CE,16,Produto 16,Marca 2,12.40,2,3
302,2019-01-31,4,Filial 4,23,Cliente 23,CE,5,Produto 5,Marca 1,86.60,7,3
303,2019-01-31,9,Filial 9,52,Cliente 52,PI,3,Produto 3,Marca 2,49.45,4,4
304,2019-01-31,5,Filial 5,78,Cliente 78,PR,17,Produto 17,Marca 2,23.67,6,3
305,2019-01-31,2,Filial 2,79,Cliente 79,RN,20,Produto 20,Marca 2,64.09,4,4
306,2019-01-31,10,Filial 10,99,Cliente 99,MG,18,Produto 18,Marca 2,98.95,7,3
307,2019-01-31,6,Filial 6,14,Cliente 14,AL,16,Produto 16,Marca 2,12.40,3,4
308,2019-01-31,8,Filial 8,8,Cliente 8,RJ,12,Produto 12,Marca 2,68.11,4,2
309,2019-01-31,1,Filial 1,47,Cliente 47,RN,18,Produto 18,Marca 2,98.95,2,5
310,2019-01-31,7,Filial 7,63,Cliente 63,RO,12,Produto 12,Marca 2,68.11,6,5
311,2019-02-01,6,Filial 6,69,Cliente 69,SE,2,Produto 2,Marca 3,99.33,7,2
312,2019-02-01,3,Filial 3,12,Cliente 12,BA,16,Produto 16,Marca 2,12.40,5,4
313,2019-02-01,2,Filial 2,63,Cliente 63,RO,5,Produto 5,Marca 1,86.60,7,2
314,2019-02-01,8,Filial 8,61,Cliente 61,SE,12,Produto 12,Marca 2,68.11,2,5
315,2019-02-01,9,Filial 9,35,Cliente 35,PB,4,Produto 4,Marca 3,44.85,3,3
316,2019-02-01,4,Filial 4,46,Cliente 46,RR,8,Produto 8,Marca 2,44.87,6,5
317,2019-02-01,7,Filial 7,7,Cliente 7,PA,20,Produto 20,Marca 2,64.09,6,3
318,2019-02-01,1,Filial 1,25,Cliente 25,PA,9,Produto 9,Marca 2,41.93,6,2
319,2019-02-01,5,Filial 5,97,Cliente 97,MG,6,Produto 6,Marca 1,87.73,7,4
320,2019-02-01,10,Filial 10,28,Cliente 28,PB,19,Produto 19,Marca 1,16.28,4,2
321,2019-02-02,8,Filial 8,23,Cliente 23,CE,3,Produto 3,Marca 2,49.45,7,2
322,2019-02-02,5,Filial 5,79,Cliente 79,RN,14,Produto 14,Marca 3,2.87,6,4
323,2019-02-02,10,Filial 10,25,Cliente 25,PA,17,Produto 17,Marca 2,23.67,5,5
324,2019-02-02,9,Filial 9,20,Cliente 20,PB,12,Produto 12,Marca 2,68.11,6,4
325,2019-02-02,3,Filial 3,43,Cliente 43,MS,15,Produto 15,Marca 1,14.57,4,4
326,2019-02-02,4,Filial 4,48,Cliente 48,MS,20,Produto 20,Marca 2,64.09,5,3
327,2019-02-02,1,Filial 1,56,Cliente 56,GO,12,Produto 12,Marca 2,68.11,3,2
328,2019-02-02,6,Filial 6,37,Cliente 37,RS,17,Produto 17,Marca 2,23.67,3,5
329,2019-02-02,7,Filial 7,74,Cliente 74,AM,5,Produto 5,Marca 1,86.60,6,2
330,2019-02-02,2,Filial 2,56,Cliente 56,GO,13,Produto 13,Marca 3,18.60,6,4
331,2019-02-03,5,Filial 5,75,Cliente 75,RS,2,Produto 2,Marca 3,99.33,2,3
332,2019-02-03,10,Filial 10,13,Cliente 13,GO,4,Produto 4,Marca 3,44.85,4,3
333,2019-02-03,9,Filial 9,31,Cliente 31,CE,5,Produto 5,Marca 1,86.60,2,2
334,2019-02-03,1,Filial 1,64,Cliente 64,PA,6,Produto 6,Marca 1,87.73,2,3
335,2019-02-03,6,Filial 6,18,Cliente 18,MG,15,Produto 15,Marca 1,14.57,6,2
336,2019-02-03,4,Filial 4,75,Cliente 75,RS,2,Produto 2,Marca 3,99.33,7,2
337,2019-02-03,7,Filial 7,44,Cliente 44,PI,7,Produto 7,Marca 1,21.32,2,5
338,2019-02-03,8,Filial 8,86,Cliente 86,RN,9,Produto 9,Marca 2,41.93,7,5
339,2019-02-03,2,Filial 2,9,Cliente 9,RN,20,Produto 20,Marca 2,64.09,6,5
340,2019-02-03,3,Filial 3,30,Cliente 30,BA,10,Produto 10,Marca 1,33.55,2,2
341,2019-02-04,10,Filial 10,96,Cliente 96,RJ,13,Produto 13,Marca 3,18.60,3,4
342,2019-02-04,4,Filial 4,1,Cliente 1,MA,11,Produto 11,Marca 1,17.47,4,4
343,2019-02-04,8,Filial 8,18,Cliente 18,MG,8,Produto 8,Marca 2,44.87,2,2
344,2019-02-04,6,Filial 6,11,Cliente 11,SC,14,Produto 14,Marca 3,2.87,6,4
345,2019-02-04,9,Filial 9,60,Cliente 60,SE,2,Produto 2,Marca 3,99.33,7,3
346,2019-02-04,3,Filial 3,46,Cliente 46,RR,16,Produto 16,Marca 2,12.40,4,2
347,2019-02-04,2,Filial 2,77,Cliente 77,AM,13,Produto 13,Marca 3,18.60,7,2
348,2019-02-04,5,Filial 5,13,Cliente 13,GO,20,Produto 20,Marca 2,64.09,5,2
349,2019-02-04,1,Filial 1,32,Cliente 32,SE,11,Produto 11,Marca 1,17.47,6,4
350,2019-02-04,7,Filial 7,9,Cliente 9,RN,18,Produto 18,Marca 2,98.95,7,4
351,2019-02-05,6,Filial 6,4,Cliente 4,CE,17,Produto 17,Marca 2,23.67,4,5
352,2019-02-05,7,Filial 7,32,Cliente 32,SE,10,Produto 10,Marca 1,33.55,4,3
353,2019-02-05,1,Filial 1,3,Cliente 3,TO,7,Produto 7,Marca 1,21.32,5,3
354,2019-02-05,5,Filial 5,8,Cliente 8,RJ,5,Produto 5,Marca 1,86.60,6,4
355,2019-02-05,8,Filial 8,66,Cliente 66,DF,7,Produto 7,Marca 1,21.32,6,4
356,2019-02-05,9,Filial 9,79,Cliente 79,RN,15,Produto 15,Marca 1,14.57,2,3
357,2019-02-05,4,Filial 4,34,Cliente 34,RS,8,Produto 8,Marca 2,44.87,5,3
358,2019-02-05,10,Filial 10,22,Cliente 22,CE,18,Produto 18,Marca 2,98.95,3,3
359,2019-02-05,3,Filial 3,22,Cliente 22,CE,2,Produto 2,Marca 3,99.33,5,2
360,2019-02-05,2,Filial 2,42,Cliente 42,SE,8,Produto 8,Marca 2,44.87,7,3
361,2019-02-06,4,Filial 4,48,Cliente 48,MS,12,Produto 12,Marca 2,68.11,4,4
362,2019-02-06,8,Filial 8,59,Cliente 59,PB,15,Produto 15,Marca 1,14.57,2,5
363,2019-02-06,6,Filial 6,84,Cliente 84,BA,13,Produto 13,Marca 3,18.60,2,4
364,2019-02-06,5,Filial 5,86,Cliente 86,RN,4,Produto 4,Marca 3,44.85,3,4
365,2019-02-06,9,Filial 9,59,Cliente 59,PB,16,Produto 16,Marca 2,12.40,2,5
366,2019-02-06,7,Filial 7,37,Cliente 37,RS,6,Produto 6,Marca 1,87.73,7,4
367,2019-02-06,1,Filial 1,100,Cliente 100,MS,5,Produto 5,Marca 1,86.60,2,4
368,2019-02-06,3,Filial 3,54,Cliente 54,RO,19,Produto 19,Marca 1,16.28,5,2
369,2019-02-06,10,Filial 10,52,Cliente 52,PI,14,Produto 14,Marca 3,2.87,4,4
370,2019-02-06,2,Filial 2,27,Cliente 27,ES,15,Produto 15,Marca 1,14.57,6,4
371,2019-02-07,7,Filial 7,13,Cliente 13,GO,19,Produto 19,Marca 1,16.28,2,2
372,2019-02-07,3,Filial 3,87,Cliente 87,RJ,9,Produto 9,Marca 2,41.93,3,4
373,2019-02-07,1,Filial 1,88,Cliente 88,PA,20,Produto 20,Marca 2,64.09,3,4
374,2019-02-07,2,Filial 2,60,Cliente 60,SE,10,Produto 10,Marca 1,33.55,2,4
375,2019-02-07,4,Filial 4,10,Cliente 10,SP,2,Produto 2,Marca 3,99.33,2,5
376,2019-02-07,10,Filial 10,62,Cliente 62,RJ,15,Produto 15,Marca 1,14.57,3,3
377,2019-02-07,8,Filial 8,34,Cliente 34,RS,4,Produto 4,Marca 3,44.85,3,4
378,2019-02-07,5,Filial 5,8,Cliente 8,RJ,9,Produto 9,Marca 2,41.93,3,2
379,2019-02-07,9,Filial 9,28,Cliente 28,PB,13,Produto 13,Marca 3,18.60,3,3
380,2019-02-07,6,Filial 6,58,Cliente 58,PA,16,Produto 16,Marca 2,12.40,5,4
381,2019-02-08,9,Filial 9,89,Cliente 89,RR,17,Produto 17,Marca 2,23.67,3,2
382,2019-02-08,3,Filial 3,74,Cliente 74,AM,12,Produto 12,Marca 2,68.11,5,2
383,2019-02-08,1,Filial 1,11,Cliente 11,SC,6,Produto 6,Marca 1,87.73,2,5
384,2019-02-08,6,Filial 6,54,Cliente 54,RO,19,Produto 19,Marca 1,16.28,7,2
385,2019-02-08,7,Filial 7,66,Cliente 66,DF,13,Produto 13,Marca 3,18.60,7,5
386,2019-02-08,8,Filial 8,17,Cliente 17,PA,19,Produto 19,Marca 1,16.28,4,4
387,2019-02-08,2,Filial 2,36,Cliente 36,SP,18,Produto 18,Marca 2,98.95,3,2
388,2019-02-08,5,Filial 5,40,Cliente 40,MT,2,Produto 2,Marca 3,99.33,2,3
389,2019-02-08,10,Filial 10,45,Cliente 45,PB,15,Produto 15,Marca 1,14.57,5,5
390,2019-02-08,4,Filial 4,4,Cliente 4,CE,10,Produto 10,Marca 1,33.55,5,4
391,2019-02-09,3,Filial 3,92,Cliente 92,AL,8,Produto 8,Marca 2,44.87,7,5
392,2019-02-09,10,Filial 10,75,Cliente 75,RS,16,Produto 16,Marca 2,12.40,3,5
393,2019-02-09,2,Filial 2,77,Cliente 77,AM,5,Produto 5,Marca 1,86.60,4,4
394,2019-02-09,5,Filial 5,20,Cliente 20,PB,2,Produto 2,Marca 3,99.33,3,4
395,2019-02-09,9,Filial 9,60,Cliente 60,SE,9,Produto 9,Marca 2,41.93,2,5
396,2019-02-09,6,Filial 6,7,Cliente 7,PA,2,Produto 2,Marca 3,99.33,7,5
397,2019-02-09,7,Filial 7,32,Cliente 32,SE,10,Produto 10,Marca 1,33.55,3,3
398,2019-02-09,8,Filial 8,41,Cliente 41,PA,10,Produto 10,Marca 1,33.55,6,5
399,2019-02-09,1,Filial 1,38,Cliente 38,RJ,10,Produto 10,Marca 1,33.55,3,5
400,2019-02-09,4,Filial 4,100,Cliente 100,MS,11,Produto 11,Marca 1,17.47,4,5
401,2019-02-10,8,Filial 8,70,Cliente 70,MA,2,Produto 2,Marca 3,99.33,4,5
402,2019-02-10,5,Filial 5,25,Cliente 25,PA,15,Produto 15,Marca 1,14.57,5,3
403,2019-02-10,2,Filial 2,7,Cliente 7,PA,12,Produto 12,Marca 2,68.11,5,3
404,2019-02-10,3,Filial 3,83,Cliente 83,MT,7,Produto 7,Marca 1,21.32,6,2
405,2019-02-10,10,Filial 10,96,Cliente 96,RJ,2,Produto 2,Marca 3,99.33,4,5
406,2019-02-10,9,Filial 9,85,Cliente 85,MA,6,Produto 6,Marca 1,87.73,3,4
407,2019-02-10,4,Filial 4,9,Cliente 9,RN,18,Produto 18,Marca 2,98.95,6,4
408,2019-02-10,7,Filial 7,22,Cliente 22,CE,11,Produto 11,Marca 1,17.47,3,3
409,2019-02-10,6,Filial 6,51,Cliente 51,MG,10,Produto 10,Marca 1,33.55,4,2
410,2019-02-10,1,Filial 1,44,Cliente 44,PI,20,Produto 20,Marca 2,64.09,2,5
411,2019-02-11,9,Filial 9,19,Cliente 19,MS,7,Produto 7,Marca 1,21.32,2,3
412,2019-02-11,3,Filial 3,44,Cliente 44,PI,10,Produto 10,Marca 1,33.55,3,5
413,2019-02-11,8,Filial 8,13,Cliente 13,GO,17,Produto 17,Marca 2,23.67,4,3
414,2019-02-11,4,Filial 4,56,Cliente 56,GO,15,Produto 15,Marca 1,14.57,2,5
415,2019-02-11,1,Filial 1,32,Cliente 32,SE,13,Produto 13,Marca 3,18.60,7,5
416,2019-02-11,10,Filial 10,49,Cliente 49,RS,5,Produto 5,Marca 1,86.60,4,2
417,2019-02-11,5,Filial 5,66,Cliente 66,DF,12,Produto 12,Marca 2,68.11,5,5
418,2019-02-11,7,Filial 7,96,Cliente 96,RJ,12,Produto 12,Marca 2,68.11,6,3
419,2019-02-11,6,Filial 6,30,Cliente 30,BA,19,Produto 19,Marca 1,16.28,4,5
420,2019-02-11,2,Filial 2,41,Cliente 41,PA,15,Produto 15,Marca 1,14.57,6,3
421,2019-02-12,5,Filial 5,45,Cliente 45,PB,6,Produto 6,Marca 1,87.73,6,3
422,2019-02-12,1,Filial 1,88,Cliente 88,PA,19,Produto 19,Marca 1,16.28,5,3
423,2019-02-12,4,Filial 4,75,Cliente 75,RS,7,Produto 7,Marca 1,21.32,3,5
424,2019-02-12,7,Filial 7,48,Cliente 48,MS,15,Produto 15,Marca 1,14.57,5,3
425,2019-02-12,6,Filial 6,45,Cliente 45,PB,2,Produto 2,Marca 3,99.33,7,2
426,2019-02-12,8,Filial 8,91,Cliente 91,SP,3,Produto 3,Marca 2,49.45,3,5
427,2019-02-12,9,Filial 9,13,Cliente 13,GO,3,Produto 3,Marca 2,49.45,2,2
428,2019-02-12,3,Filial 3,17,Cliente 17,PA,8,Produto 8,Marca 2,44.87,3,5
429,2019-02-12,2,Filial 2,66,Cliente 66,DF,3,Produto 3,Marca 2,49.45,7,5
430,2019-02-12,10,Filial 10,57,Cliente 57,SP,16,Produto 16,Marca 2,12.40,6,4
431,2019-02-13,9,Filial 9,8,Cliente 8,RJ,3,Produto 3,Marca 2,49.45,6,4
432,2019-02-13,7,Filial 7,18,Cliente 18,MG,18,Produto 18,Marca 2,98.95,7,3
433,2019-02-13,6,Filial 6,92,Cliente 92,AL,2,Produto 2,Marca 3,99.33,6,5
434,2019-02-13,5,Filial 5,14,Cliente 14,AL,7,Produto 7,Marca 1,21.32,3,2
435,2019-02-13,4,Filial 4,35,Cliente 35,PB,15,Produto 15,Marca 1,14.57,7,3
436,2019-02-13,3,Filial 3,93,Cliente 93,RJ,19,Produto 19,Marca 1,16.28,2,4
437,2019-02-13,10,Filial 10,13,Cliente 13,GO,6,Produto 6,Marca 1,87.73,3,2
438,2019-02-13,8,Filial 8,64,Cliente 64,PA,3,Produto 3,Marca 2,49.45,7,3
439,2019-02-13,2,Filial 2,89,Cliente 89,RR,12,Produto 12,Marca 2,68.11,4,5
440,2019-02-13,1,Filial 1,66,Cliente 66,DF,8,Produto 8,Marca 2,44.87,7,2
441,2019-02-14,10,Filial 10,28,Cliente 28,PB,12,Produto 12,Marca 2,68.11,6,4
442,2019-02-14,1,Filial 1,53,Cliente 53,RR,12,Produto 12,Marca 2,68.11,6,3
443,2019-02-14,7,Filial 7,44,Cliente 44,PI,16,Produto 16,Marca 2,12.40,3,2
444,2019-02-14,9,Filial 9,97,Cliente 97,MG,4,Produto 4,Marca 3,44.85,4,4
445,2019-02-14,8,Filial 8,75,Cliente 75,RS,16,Produto 16,Marca 2,12.40,7,4
446,2019-02-14,6,Filial 6,40,Cliente 40,MT,16,Produto 16,Marca 2,12.40,5,4
447,2019-02-14,4,Filial 4,2,Cliente 2,CE,7,Produto 7,Marca 1,21.32,4,5
448,2019-02-14,3,Filial 3,74,Cliente 74,AM,18,Produto 18,Marca 2,98.95,7,5
449,2019-02-14,2,Filial 2,87,Cliente 87,RJ,18,Produto 18,Marca 2,98.95,4,3
450,2019-02-14,5,Filial 5,32,Cliente 32,SE,11,Produto 11,Marca 1,17.47,4,2
451,2019-02-15,3,Filial 3,45,Cliente 45,PB,10,Produto 10,Marca 1,33.55,2,2
452,2019-02-15,8,Filial 8,9,Cliente 9,RN,16,Produto 16,Marca 2,12.40,4,2
453,2019-02-15,9,Filial 9,39,Cliente 39,AL,19,Produto 19,Marca 1,16.28,6,3
454,2019-02-15,1,Filial 1,74,Cliente 74,AM,20,Produto 20,Marca 2,64.09,3,4
455,2019-02-15,7,Filial 7,75,Cliente 75,RS,4,Produto 4,Marca 3,44.85,2,4
456,2019-02-15,6,Filial 6,49,Cliente 49,RS,18,Produto 18,Marca 2,98.95,7,2
457,2019-02-15,4,Filial 4,95,Cliente 95,GO,11,Produto 11,Marca 1,17.47,6,5
458,2019-02-15,5,Filial 5,28,Cliente 28,PB,8,Produto 8,Marca 2,44.87,3,5
459,2019-02-15,10,Filial 10,65,Cliente 65,MA,16,Produto 16,Marca 2,12.40,7,5
460,2019-02-15,2,Filial 2,33,Cliente 33,GO,4,Produto 4,Marca 3,44.85,7,5
461,2019-02-16,2,Filial 2,26,Cliente 26,RO,15,Produto 15,Marca 1,14.57,6,2
462,2019-02-16,3,Filial 3,12,Cliente 12,BA,19,Produto 19,Marca 1,16.28,2,3
463,2019-02-16,7,Filial 7,89,Cliente 89,RR,18,Produto 18,Marca 2,98.95,5,2
464,2019-02-16,9,Filial 9,51,Cliente 51,MG,17,Produto 17,Marca 2,23.67,2,2
465,2019-02-16,8,Filial 8,28,Cliente 28,PB,17,Produto 17,Marca 2,23.67,5,5
466,2019-02-16,6,Filial 6,38,Cliente 38,RJ,7,Produto 7,Marca 1,21.32,7,2
467,2019-02-16,4,Filial 4,33,Cliente 33,GO,11,Produto 11,Marca 1,17.47,5,4
468,2019-02-16,5,Filial 5,21,Cliente 21,AL,9,Produto 9,Marca 2,41.93,2,4
469,2019-02-16,1,Filial 1,66,Cliente 66,DF,16,Produto 16,Marca 2,12.40,2,2
470,2019-02-16,10,Filial 10,99,Cliente 99,MG,11,Produto 11,Marca 1,17.47,5,5
471,2019-02-17,7,Filial 7,10,Cliente 10,SP,2,Produto 2,Marca 3,99.33,6,5
472,2019-02-17,10,Filial 10,22,Cliente 22,CE,3,Produto 3,Marca 2,49.45,3,2
473,2019-02-17,2,Filial 2,68,Cliente 68,AL,19,Produto 19,Marca 1,16.28,5,4
474,2019-02-17,5,Filial 5,79,Cliente 79,RN,12,Produto 12,Marca 2,68.11,7,2
475,2019-02-17,6,Filial 6,74,Cliente 74,AM,4,Produto 4,Marca 3,44.85,7,5
476,2019-02-17,3,Filial 3,7,Cliente 7,PA,5,Produto 5,Marca 1,86.60,6,3
477,2019-02-17,1,Filial 1,98,Cliente 98,TO,4,Produto 4,Marca 3,44.85,2,3
478,2019-02-17,8,Filial 8,76,Cliente 76,AC,7,Produto 7,Marca 1,21.32,6,4
479,2019-02-17,9,Filial 9,23,Cliente 23,CE,14,Produto 14,Marca 3,2.87,7,3
480,2019-02-17,4,Filial 4,93,Cliente 93,RJ,12,Produto 12,Marca 2,68.11,2,2
481,2019-02-18,9,Filial 9,3,Cliente 3,TO,20,Produto 20,Marca 2,64.09,7,3
482,2019-02-18,4,Filial 4,20,Cliente 20,PB,10,Produto 10,Marca 1,33.55,3,2
483,2019-02-18,8,Filial 8,10,Cliente 10,SP,20,Produto 20,Marca 2,64.09,3,3
484,2019-02-18,2,Filial 2,20,Cliente 20,PB,16,Produto 16,Marca 2,12.40,3,3
485,2019-02-18,5,Filial 5,70,Cliente 70,MA,15,Produto 15,Marca 1,14.57,2,2
486,2019-02-18,7,Filial 7,34,Cliente 34,RS,2,Produto 2,Marca 3,99.33,7,5
487,2019-02-18,10,Filial 10,45,Cliente 45,PB,20,Produto 20,Marca 2,64.09,4,5
488,2019-02-18,1,Filial 1,38,Cliente 38,RJ,11,Produto 11,Marca 1,17.47,2,2
489,2019-02-18,3,Filial 3,35,Cliente 35,PB,12,Produto 12,Marca 2,68.11,2,2
490,2019-02-18,6,Filial 6,42,Cliente 42,SE,8,Produto 8,Marca 2,44.87,4,5
491,2019-02-19,4,Filial 4,8,Cliente 8,RJ,6,Produto 6,Marca 1,87.73,3,2
492,2019-02-19,5,Filial 5,100,Cliente 100,MS,9,Produto 9,Marca 2,41.93,4,4
493,2019-02-19,3,Filial 3,84,Cliente 84,BA,16,Produto 16,Marca 2,12.40,4,4
494,2019-02-19,1,Filial 1,52,Cliente 52,PI,2,Produto 2,Marca 3,99.33,5,4
495,2019-02-19,6,Filial 6,16,Cliente 16,MA,19,Produto 19,Marca 1,16.28,2,2
496,2019-02-19,2,Filial 2,12,Cliente 12,BA,18,Produto 18,Marca 2,98.95,3,5
497,2019-02-19,10,Filial 10,9,Cliente 9,RN,15,Produto 15,Marca 1,14.57,3,4
498,2019-02-19,8,Filial 8,57,Cliente 57,SP,20,Produto 20,Marca 2,64.09,7,4
499,2019-02-19,7,Filial 7,31,Cliente 31,CE,3,Produto 3,Marca 2,49.45,7,4
500,2019-02-19,9,Filial 9,43,Cliente 43,MS,7,Produto 7,Marca 1,21.32,3,3
501,2019-02-20,2,Filial 2,87,Cliente 87,RJ,3,Produto 3,Marca 2,49.45,7,4
502,2019-02-20,1,Filial 1,17,Cliente 17,PA,3,Produto 3,Marca 2,49.45,6,4
503,2019-02-20,3,Filial 3,100,Cliente 100,MS,12,Produto 12,Marca 2,68.11,3,3
504,2019-02-20,8,Filial 8,48,Cliente 48,MS,18,Produto 18,Marca 2,98.95,6,5
505,2019-02-20,4,Filial 4,70,Cliente 70,MA,4,Produto 4,Marca 3,44.85,5,4
506,2019-02-20,9,Filial 9,71,Cliente 71,RS,2,Produto 2,Marca 3,99.33,2,3
507,2019-02-20,10,Filial 10,55,Cliente 55,ES,13,Produto 13,Marca 3,18.60,4,5
508,2019-02-20,6,Filial 6,76,Cliente 76,AC,13,Produto 13,Marca 3,18.60,6,5
509,2019-02-20,5,Filial 5,28,Cliente 28,PB,10,Produto 10,Marca 1,33.55,2,5
510,2019-02-20,7,Filial 7,87,Cliente 87,RJ,14,Produto 14,Marca 3,2.87,6,5
511,2019-02-21,7,Filial 7,40,Cliente 40,MT,9,Produto 9,Marca 2,41.93,6,5
512,2019-02-21,8,Filial 8,50,Cliente 50,GO,19,Produto 19,Marca 1,16.28,5,5
513,2019-02-21,3,Filial 3,58,Cliente 58,PA,8,Produto 8,Marca 2,44.87,4,4
514,2019-02-21,9,Filial 9,16,Cliente 16,MA,5,Produto 5,Marca 1,86.60,5,4
515,2019-02-21,5,Filial 5,63,Cliente 63,RO,19,Produto 19,Marca 1,16.28,2,3
516,2019-02-21,2,Filial 2,56,Cliente 56,GO,3,Produto 3,Marca 2,49.45,2,5
517,2019-02-21,1,Filial 1,7,Cliente 7,PA,19,Produto 19,Marca 1,16.28,6,4
518,2019-02-21,4,Filial 4,22,Cliente 22,CE,2,Produto 2,Marca 3,99.33,5,4
519,2019-02-21,10,Filial 10,82,Cliente 82,SP,8,Produto 8,Marca 2,44.87,5,5
520,2019-02-21,6,Filial 6,26,Cliente 26,RO,19,Produto 19,Marca 1,16.28,6,5
521,2019-02-22,4,Filial 4,82,Cliente 82,SP,5,Produto 5,Marca 1,86.60,2,2
522,2019-02-22,7,Filial 7,70,Cliente 70,MA,11,Produto 11,Marca 1,17.47,5,4
523,2019-02-22,9,Filial 9,34,Cliente 34,RS,19,Produto 19,Marca 1,16.28,6,2
524,2019-02-22,10,Filial 10,35,Cliente 35,PB,7,Produto 7,Marca 1,21.32,5,3
525,2019-02-22,3,Filial 3,82,Cliente 82,SP,20,Produto 20,Marca 2,64.09,7,5
526,2019-02-22,5,Filial 5,42,Cliente 42,SE,16,Produto 16,Marca 2,12.40,2,5
527,2019-02-22,6,Filial 6,10,Cliente 10,SP,13,Produto 13,Marca 3,18.60,4,4
528,2019-02-22,8,Filial 8,87,Cliente 87,RJ,14,Produto 14,Marca 3,2.87,4,5
529,2019-02-22,1,Filial 1,83,Cliente 83,MT,2,Produto 2,Marca 3,99.33,5,2
530,2019-02-22,2,Filial 2,93,Cliente 93,RJ,9,Produto 9,Marca 2,41.93,2,2
531,2019-02-23,1,Filial 1,94,Cliente 94,PE,18,Produto 18,Marca 2,98.95,2,4
532,2019-02-23,2,Filial 2,55,Cliente 55,ES,15,Produto 15,Marca 1,14.57,7,2
533,2019-02-23,8,Filial 8,40,Cliente 40,MT,3,Produto 3,Marca 2,49.45,5,3
534,2019-02-23,5,Filial 5,49,Cliente 49,RS,15,Produto 15,Marca 1,14.57,5,4
535,2019-02-23,9,Filial 9,66,Cliente 66,DF,4,Produto 4,Marca 3,44.85,3,5
536,2019-02-23,10,Filial 10,23,Cliente 23,CE,17,Produto 17,Marca 2,23.67,3,2
537,2019-02-23,6,Filial 6,7,Cliente 7,PA,11,Produto 11,Marca 1,17.47,4,5
538,2019-02-23,3,Filial 3,5,Cliente 5,AP,19,Produto 19,Marca 1,16.28,3,3
539,2019-02-23,4,Filial 4,26,Cliente 26,RO,15,Produto 15,Marca 1,14.57,3,5
540,2019-02-23,7,Filial 7,11,Cliente 11,SC,14,Produto 14,Marca 3,2.87,3,4
541,2019-02-24,5,Filial 5,64,Cliente 64,PA,11,Produto 11,Marca 1,17.47,6,4
542,2019-02-24,6,Filial 6,87,Cliente 87,RJ,12,Produto 12,Marca 2,68.11,6,4
543,2019-02-24,1,Filial 1,51,Cliente 51,MG,9,Produto 9,Marca 2,41.93,7,2
